ATLPIXIBLPS:Iseg/CAN_ISEG/Y2507A2_HV01/1A/Ch00.Actual.VMeas	LI_S01_C_M1_HV_VMeas
2021.09.05 17:18:10.924	199.99900817871
2021.09.05 18:18:26.235	200.00323486328
2021.09.05 19:18:41.583	199.99900817871
2021.09.05 20:18:56.993	200.00053405762
2021.09.05 21:19:14.291	199.99859619141
2021.09.05 21:25:50.545	165.22999572754
2021.09.05 21:25:53.547	160.01103210449
2021.09.05 22:26:08.957	160.00077819824
2021.09.05 23:26:24.497	160.00160217285
2021.09.06 00:26:38.869	159.99900817871
2021.09.06 01:26:54.162	159.99708557129
2021.09.06 02:27:12.471	160.00117492676
2021.09.06 03:27:27.926	160.00285339355
2021.09.06 04:27:43.295	160.00053405762
2021.09.06 05:27:57.704	159.9984588623
2021.09.06 06:28:13.099	159.99877929688
2021.09.06 07:28:28.461	159.99797058105
2021.09.06 08:28:43.792	160.00135803223
2021.09.06 09:18:56.742	285.49676513672
2021.09.06 09:18:58.744	361.57986450195
2021.09.06 09:19:01.745	399.87435913086
2021.09.06 10:19:24.114	399.998046875
2021.09.06 11:19:39.466	400.00103759766
2021.09.06 12:19:54.774	399.99923706055
2021.09.06 13:20:10.114	399.99890136719
2021.09.06 14:20:25.437	400.00201416016
2021.09.06 15:20:40.787	400.00039672852
2021.09.06 16:20:56.143	399.99908447266
2021.09.06 17:21:11.491	400.00259399414
2021.09.06 18:21:28.950	399.99996948242
2021.09.06 18:23:07.025	449.99264526367
2021.09.06 19:23:22.336	449.99807739258
2021.09.06 20:23:37.860	450.00180053711
2021.09.06 21:23:53.193	450.00054931641
2021.09.06 22:24:08.509	449.99749755859
2021.09.06 23:24:23.059	449.99899291992
2021.09.07 00:24:38.434	449.99853515625
2021.09.07 01:24:56.759	449.99951171875
2021.09.07 02:25:17.141	449.9973449707
2021.09.07 03:25:31.476	449.99975585938
2021.09.07 04:25:46.839	449.99905395508
2021.09.07 05:26:05.157	449.99978637695
2021.09.07 06:26:20.528	449.99758911133
2021.09.07 07:26:35.859	449.99795532227
2021.09.07 08:26:53.190	449.99923706055
2021.09.07 09:27:08.522	450.00024414062
2021.09.07 10:27:23.873	449.99853515625
2021.09.07 11:27:39.168	450.00146484375
2021.09.07 12:27:57.038	450.00024414062
2021.09.07 13:28:14.366	449.99990844727
2021.09.07 14:28:29.650	449.99987792969
2021.09.07 15:28:48.003	450.00155639648
2021.09.07 16:29:03.307	450.00149536133
2021.09.07 17:29:17.891	450.00112915039
2021.09.07 18:29:33.237	450.00082397461
2021.09.07 19:29:48.549	449.99966430664
2021.09.07 20:30:04.203	450.00225830078
2021.09.07 21:30:19.569	450.00036621094
2021.09.07 22:30:33.989	449.99813842773
2021.09.07 23:30:49.304	449.99844360352
2021.09.08 00:31:04.827	450.00308227539
2021.09.08 01:31:20.157	450.00009155273
2021.09.08 02:31:35.481	450.00115966797
2021.09.08 03:31:50.795	450.00103759766
2021.09.08 04:32:09.115	450.0007019043
2021.09.08 05:32:23.640	450.00024414062
2021.09.08 06:32:39.015	450.00164794922
2021.09.08 07:32:54.328	450.00323486328
2021.09.08 08:33:09.672	449.99923706055
2021.09.08 09:33:25.133	449.99728393555
2021.09.08 10:33:42.481	450.00216674805
2021.09.08 11:34:00.795	450.00091552734
2021.09.08 12:34:16.141	449.99795532227
2021.09.08 13:34:30.589	449.99819946289
2021.09.08 14:34:45.899	450.00042724609
2021.09.08 15:35:01.175	450.00326538086
2021.09.08 16:35:19.526	449.99880981445
2021.09.08 17:35:34.879	449.99942016602
2021.09.08 18:35:50.199	449.99890136719
2021.09.08 19:36:15.519	449.99911499023
2021.09.08 20:36:29.928	450.00277709961
2021.09.08 21:36:48.340	450
2021.09.08 22:37:03.863	449.99890136719
2021.09.08 23:37:18.297	450.0007019043
2021.09.09 00:37:33.621	450.00213623047
2021.09.09 01:37:52.014	449.99847412109
2021.09.09 02:38:07.678	449.99868774414
2021.09.09 03:38:22.007	450.00341796875
2021.09.09 04:38:40.392	450.00039672852
2021.09.09 05:38:57.791	449.99996948242
2021.09.09 06:39:13.123	449.99710083008
2021.09.09 07:39:28.436	450.00024414062
2021.09.09 08:39:43.772	449.99893188477
2021.09.09 09:39:59.440	450.00024414062
2021.09.09 10:40:16.821	449.99932861328
2021.09.09 11:40:32.133	450.00170898438
2021.09.09 12:40:47.513	449.99884033203
2021.09.09 13:41:03.009	449.99981689453
2021.09.09 14:41:18.322	449.99697875977
2021.09.09 15:41:33.708	450.00247192383
2021.09.09 16:41:48.036	449.99856567383
2021.09.09 17:42:08.398	449.99935913086
2021.09.09 18:35:37.476	383.50650024414
2021.09.09 18:35:39.477	301.44723510742
2021.09.09 18:35:42.479	207.03416442871
2021.09.09 18:35:44.481	180.16108703613
2021.09.09 19:36:07.908	179.99983215332
2021.09.09 20:36:23.260	180.00263977051
2021.09.09 21:36:38.598	180.00028991699
2021.09.09 22:36:56.006	180.00022888184
2021.09.09 23:37:11.363	179.99865722656
2021.09.10 00:37:26.682	179.99893188477
2021.09.10 01:37:42.009	180.00015258789
2021.09.10 02:37:59.351	180.0036315918
2021.09.10 03:38:14.632	179.99890136719
2021.09.10 04:38:29.998	179.99754333496
2021.09.10 05:38:47.339	179.99829101562
2021.09.10 06:39:02.706	180.0030670166
2021.09.10 07:39:18.125	180.00038146973
2021.09.10 08:39:33.524	180.00015258789
2021.09.10 09:39:48.829	179.99841308594
2021.09.10 10:15:30.223	191.64540100098
2021.09.10 10:15:33.226	314.71929931641
2021.09.10 10:15:35.226	374.39633178711
2021.09.10 10:15:38.229	449.81704711914
2021.09.10 10:46:45.461	400.03610229492
2021.09.10 11:47:00.924	400.00115966797
2021.09.10 12:47:16.195	399.99652099609
2021.09.10 13:47:31.522	400.0002746582
2021.09.10 14:47:46.915	399.99987792969
2021.09.10 15:48:02.257	399.99935913086
2021.09.10 16:48:17.717	399.99829101562
2021.09.10 17:29:25.294	395.79315185547
2021.09.10 17:29:27.295	391.49105834961
2021.09.10 17:29:30.296	387.64633178711
2021.09.10 17:29:35.299	382.05587768555
2021.09.10 17:29:37.300	380.12783813477
2021.09.10 17:29:40.302	376.34140014648
2021.09.10 17:29:42.303	375.7604675293
2021.09.10 17:29:45.305	372.12390136719
2021.09.10 17:29:47.306	369.74356079102
2021.09.10 17:29:50.308	366.48834228516
2021.09.10 17:29:52.310	364.54428100586
2021.09.10 17:29:55.311	362.63919067383
2021.09.10 17:29:57.312	358.90518188477
2021.09.10 17:30:00.315	357.14825439453
2021.09.10 17:30:02.316	354.0832824707
2021.09.10 17:30:05.319	351.87902832031
2021.09.10 17:30:07.320	349.87176513672
2021.09.10 17:30:10.323	347.09017944336
2021.09.10 17:30:12.324	345.39828491211
2021.09.10 17:30:15.325	344.763671875
2021.09.10 17:30:17.327	343.28393554688
2021.09.10 17:30:20.329	341.59896850586
2021.09.10 17:30:25.332	339.7467956543
2021.09.10 17:30:27.333	338.12246704102
2021.09.10 17:30:33.335	335.97467041016
2021.09.10 17:30:38.340	334.14379882812
2021.09.10 17:30:40.342	332.66116333008
2021.09.10 17:30:43.344	331.02713012695
2021.09.10 17:30:48.349	328.92721557617
2021.09.10 17:30:50.350	327.37686157227
2021.09.10 17:30:53.352	325.83999633789
2021.09.10 17:30:58.354	324.01510620117
2021.09.10 17:31:03.357	321.97412109375
2021.09.10 17:31:08.359	320.04309082031
2021.09.10 17:31:10.360	318.14669799805
2021.09.10 17:31:13.364	238.84526062012
2021.09.10 17:31:15.366	175.56440734863
2021.09.10 17:31:18.367	74.486511230469
2021.09.10 17:31:20.368	0.10883390158415
2021.10.07 15:22:13.911	0.10883390158415
2021.10.13 14:14:52.814	26.988252639771
2021.10.13 14:14:54.818	87.975784301758
2021.10.13 14:14:57.821	184.40837097168
2021.10.13 14:14:59.825	262.27059936523
2021.10.13 14:15:02.827	362.66860961914
2021.10.13 14:15:04.829	399.61483764648
2021.10.13 15:15:28.165	400.00119018555
2021.10.13 16:15:42.730	399.99960327148
2021.10.13 16:38:51.657	432.2350769043
2021.10.13 16:38:53.657	450.03970336914
2021.10.13 17:39:09.024	449.99981689453
2021.10.13 18:39:24.724	450.00024414062
2021.10.13 19:39:40.033	449.99920654297
2021.10.13 20:39:55.466	449.99810791016
2021.10.13 21:40:10.919	450.00253295898
2021.10.13 22:40:25.411	449.99545288086
2021.10.13 23:40:40.894	449.99945068359
2021.10.14 00:40:59.415	450.00042724609
2021.10.14 01:41:14.713	449.99942016602
2021.10.14 02:41:29.095	450.00057983398
2021.10.14 03:41:47.430	450
2021.10.14 04:42:02.764	449.99884033203
2021.10.14 05:42:20.098	450.00122070312
2021.10.14 06:42:35.405	449.99926757812
2021.10.14 07:42:50.810	450.00106811523
2021.10.14 08:43:08.296	450.0007019043
2021.10.14 09:43:26.618	450.00064086914
2021.10.14 10:43:41.937	450.00393676758
2021.10.14 11:43:57.540	450.0012512207
2021.10.14 12:44:12.888	449.99990844727
2021.10.14 13:44:28.223	449.9997253418
2021.10.14 14:44:43.544	450.00018310547
2021.10.14 15:44:57.958	450.00061035156
2021.10.14 16:45:13.478	449.99896240234
2021.10.14 17:45:31.842	450.00164794922
2021.10.14 18:45:46.211	449.99792480469
2021.10.14 19:46:01.586	450.0002746582
2021.10.14 20:46:17.002	449.9992980957
2021.10.14 21:46:32.416	449.99880981445
2021.10.14 22:46:47.799	450.00045776367
2021.10.14 23:47:05.197	450.00143432617
2021.10.15 00:47:20.619	449.99966430664
2021.10.15 01:47:36.175	450.00039672852
2021.10.15 02:47:51.594	450.00268554688
2021.10.15 03:48:08.962	449.99984741211
2021.10.15 04:48:24.283	449.99957275391
2021.10.15 05:48:39.644	450.00241088867
2021.10.15 06:48:54.990	450.00006103516
2021.10.15 07:49:10.352	449.99990844727
2021.10.15 08:49:25.692	450.00036621094
2021.10.15 09:49:41.114	449.99816894531
2021.10.15 10:49:56.465	449.99905395508
2021.10.15 11:50:11.849	449.99807739258
2021.10.15 12:50:27.201	449.99951171875
2021.10.15 13:50:41.623	450.00067138672
2021.10.15 14:50:57.007	449.99908447266
2021.10.15 15:51:12.621	449.99990844727
2021.10.15 16:51:30.012	450.00061035156
2021.10.15 17:51:48.438	450.00048828125
2021.10.15 18:52:03.767	450.00091552734
2021.10.15 19:52:18.244	450.00015258789
2021.10.15 20:52:33.926	449.99935913086
2021.10.15 21:52:51.329	450.00030517578
2021.10.15 22:53:06.697	449.99887084961
2021.10.15 23:53:22.160	450.00430297852
2021.10.16 00:53:40.521	449.99887084961
2021.10.16 01:53:55.848	450.00033569336
2021.10.16 02:54:13.220	449.9997253418
2021.10.16 03:54:28.565	450.00106811523
2021.10.16 04:54:46.103	450.00012207031
2021.10.16 05:55:04.490	449.99835205078
2021.10.16 06:55:19.909	450.00180053711
2021.10.16 07:55:34.243	449.99957275391
2021.10.16 08:55:49.610	450.00076293945
2021.10.16 09:56:05.120	450.00155639648
2021.10.16 10:56:22.859	450.00024414062
2021.10.16 11:56:38.254	449.998046875
2021.10.16 12:56:53.574	449.99822998047
2021.10.16 13:57:08.908	450.00048828125
2021.10.16 14:57:24.248	449.99932861328
2021.10.16 15:57:38.903	450.00149536133
2021.10.16 16:57:54.296	449.99990844727
2021.10.16 17:58:09.735	450.00030517578
2021.10.16 18:58:30.121	449.99859619141
2021.10.16 19:58:45.828	449.99981689453
2021.10.16 20:59:03.191	449.99801635742
2021.10.16 21:59:18.599	450.00140380859
2021.10.16 22:59:33.955	450.00219726562
2021.10.16 23:59:51.314	450.00350952148
2021.10.17 01:00:06.690	449.99691772461
2021.10.17 02:00:22.050	450.00143432617
2021.10.17 03:00:37.591	449.99987792969
2021.10.17 04:00:54.930	449.99850463867
2021.10.17 05:01:13.300	449.99911499023
2021.10.17 06:01:27.645	450.00076293945
2021.10.17 07:01:45.975	450.00137329102
2021.10.17 08:02:01.389	450.00210571289
2021.10.17 09:02:18.817	450.00073242188
2021.10.17 10:02:34.265	450.00073242188
2021.10.17 11:02:51.724	449.99768066406
2021.10.17 12:03:07.245	449.99969482422
2021.10.17 13:03:22.780	450.00180053711
2021.10.17 13:32:24.912	426.17388916016
2021.10.17 13:32:26.912	382.96505737305
2021.10.17 13:32:29.914	269.07849121094
2021.10.17 13:32:31.915	212.11770629883
2021.10.17 13:32:34.917	112.06478118896
2021.10.17 13:32:36.918	50.965637207031
2021.10.17 13:32:39.920	0.10883390158415
2021.10.18 11:22:17.744	29.862850189209
2021.10.18 11:22:20.746	132.2657623291
2021.10.18 11:22:22.748	208.10824584961
2021.10.18 11:22:25.749	310.55752563477
2021.10.18 11:22:27.750	369.93395996094
2021.10.18 11:22:30.751	449.61520385742
2021.10.18 12:22:58.112	450.0002746582
2021.10.18 12:43:20.988	382.60589599609
2021.10.18 12:43:23.990	300.98483276367
2021.10.18 12:43:25.992	208.20091247559
2021.10.18 12:43:28.994	121.56987762451
2021.10.18 12:43:30.994	66.526260375977
2021.10.18 12:43:33.996	0.10883390158415
2021.10.18 12:52:58.372	90.672676086426
2021.10.18 12:53:01.374	185.07490539551
2021.10.18 12:53:03.375	256.55450439453
2021.10.18 12:53:06.376	352.82522583008
2021.10.18 12:53:08.378	423.07028198242
2021.10.18 12:53:11.379	449.6455078125
2021.10.18 13:24:21.615	355.63290405273
2021.10.18 13:24:23.617	294.46438598633
2021.10.18 13:24:26.619	178.17999267578
2021.10.18 13:24:28.621	120.94036865234
2021.10.18 13:24:31.622	31.940073013306
2021.10.18 13:24:33.624	0.10883390158415
2021.10.21 08:36:32.442	94.170654296875
2021.10.21 08:36:34.443	170.04991149902
2021.10.21 08:36:37.445	272.55532836914
2021.10.21 08:36:39.447	332.01321411133
2021.10.21 08:36:42.449	442.07595825195
2021.10.21 08:36:44.450	449.62847900391
2021.10.21 09:37:07.808	450
2021.10.21 10:37:22.137	450.0007019043
2021.10.21 11:37:37.496	449.99847412109
2021.10.21 12:37:55.807	449.99935913086
2021.10.21 13:38:16.137	449.99920654297
2021.10.21 13:41:12.260	393.01986694336
2021.10.21 13:41:14.262	311.42190551758
2021.10.21 13:41:17.264	215.53807067871
2021.10.21 13:41:19.265	133.85038757324
2021.10.21 13:41:22.266	37.876377105713
2021.10.21 13:41:24.268	0.10883390158415
2021.10.25 09:48:22.211	127.46102905273
2021.10.25 09:48:24.213	186.88417053223
2021.10.25 09:48:27.214	303.61001586914
2021.10.25 09:48:29.215	365.08053588867
2021.10.25 09:48:32.217	444.89199829102
2021.10.25 09:48:34.218	449.67080688477
2021.10.25 10:48:57.678	449.99871826172
2021.10.25 11:49:13.127	449.9987487793
2021.10.25 12:49:28.480	450.00015258789
2021.10.25 13:05:04.089	427.97213745117
2021.10.25 13:05:07.091	305.69467163086
2021.10.25 13:05:09.093	246.49960327148
2021.10.25 13:05:12.095	130.21044921875
2021.10.25 13:05:14.097	65.150245666504
2021.10.25 13:05:17.099	0.10883390158415
2021.10.27 09:33:31.725	87.135604858398
2021.10.27 09:33:33.727	146.67286682129
2021.10.27 09:33:36.729	263.50067138672
2021.10.27 09:33:38.730	324.99319458008
2021.10.27 09:33:41.732	434.37686157227
2021.10.27 09:33:43.733	449.62872314453
2021.10.27 10:34:07.071	449.99615478516
2021.10.27 11:34:22.428	449.99835205078
2021.10.27 12:23:34.372	402.90432739258
2021.10.27 12:23:37.375	300.94226074219
2021.10.27 12:23:39.377	225.48017883301
2021.10.27 12:23:42.380	134.41549682617
2021.10.27 12:23:44.381	59.44274520874
2021.10.27 12:23:47.384	0.10883390158415
2021.10.28 00:01:53.518	95.224769592285
2021.10.28 00:01:55.520	151.79693603516
2021.10.28 00:01:58.521	261.46130371094
2021.10.28 00:02:00.523	313.84017944336
2021.10.28 00:02:03.524	398.87100219727
2021.10.28 00:02:05.526	449.61471557617
2021.10.28 01:02:35.888	450.00024414062
2021.10.28 02:02:51.208	450.00134277344
2021.10.28 03:03:09.655	450.00021362305
2021.10.28 04:03:27.014	450.00054931641
2021.10.28 04:09:06.242	413.26760864258
2021.10.28 04:09:08.242	352.07385253906
2021.10.28 04:09:11.245	250.05111694336
2021.10.28 04:09:13.246	176.55809020996
2021.10.28 04:09:16.249	74.42839050293
2021.10.28 04:09:18.260	33.618236541748
2021.10.28 04:09:21.261	0.10883390158415
2021.10.28 05:23:09.115	53.491985321045
2021.10.28 05:23:12.117	165.12878417969
2021.10.28 05:23:14.119	226.56825256348
2021.10.28 05:23:17.121	317.06317138672
2021.10.28 05:23:19.122	392.84683227539
2021.10.28 05:23:22.124	449.63098144531
2021.10.28 06:23:47.584	450.00015258789
2021.10.28 07:24:05.000	449.99981689453
2021.10.28 07:32:42.359	433.76931762695
2021.10.28 07:32:45.361	331.90805053711
2021.10.28 07:32:47.362	270.69955444336
2021.10.28 07:32:50.365	157.69374084473
2021.10.28 07:32:52.367	61.618133544922
2021.10.28 07:32:55.369	0.10883390158415
2021.10.28 22:56:30.725	50.229900360107
2021.10.28 22:56:33.726	150.15170288086
2021.10.28 22:56:35.728	191.16122436523
2021.10.28 22:56:38.730	323.12417602539
2021.10.28 22:56:40.731	384.60330200195
2021.10.28 22:56:43.734	449.61068725586
2021.10.28 23:57:08.158	450.00042724609
2021.10.29 00:57:23.728	450.00109863281
2021.10.29 01:57:42.166	450.00100708008
2021.10.29 02:53:36.338	431.41207885742
2021.10.29 02:53:38.339	370.2770690918
2021.10.29 02:53:41.341	274.43765258789
2021.10.29 02:53:43.342	192.86877441406
2021.10.29 02:53:46.345	111.15396881104
2021.10.29 02:53:48.354	35.597755432129
2021.10.29 02:53:51.356	0.10883390158415
2021.10.29 03:50:04.646	32.195091247559
2021.10.29 03:50:07.647	134.56228637695
2021.10.29 03:50:09.648	166.58137512207
2021.10.29 03:50:12.648	290.96932983398
2021.10.29 03:50:14.650	352.263671875
2021.10.29 03:50:17.653	437.50973510742
2021.10.29 03:50:20.655	449.65277099609
2021.10.29 04:50:43.035	449.9970703125
2021.10.29 05:51:00.407	450.00128173828
2021.10.29 06:20:30.569	432.79403686523
2021.10.29 06:20:33.570	332.92190551758
2021.10.29 06:20:35.572	257.44244384766
2021.10.29 06:20:38.573	162.32933044434
2021.10.29 06:20:40.574	101.18939971924
2021.10.29 06:20:43.586	0.10883390158415
2021.10.29 23:17:59.698	80.290901184082
2021.10.29 23:18:02.700	195.17623901367
2021.10.29 23:18:04.701	256.66744995117
2021.10.29 23:18:07.703	357.10586547852
2021.10.29 23:18:09.704	425.99032592773
2021.10.29 23:18:12.707	449.6357421875
2021.10.30 00:18:37.048	450.00177001953
2021.10.30 01:18:55.362	449.99871826172
2021.10.30 02:19:10.741	450.00094604492
2021.10.30 03:19:26.084	450.00204467773
2021.10.30 03:48:56.240	420.7942199707
2021.10.30 03:48:58.241	345.40377807617
2021.10.30 03:49:01.244	243.4009552002
2021.10.30 03:49:03.245	188.73152160645
2021.10.30 03:49:06.247	70.430610656738
2021.10.30 03:49:08.256	0.10883390158415
2021.10.30 04:37:08.125	56.462238311768
2021.10.30 04:37:10.127	120.14330291748
2021.10.30 04:37:13.129	227.65257263184
2021.10.30 04:37:15.130	289.17141723633
2021.10.30 04:37:18.131	383.11807250977
2021.10.30 04:37:20.133	449.60317993164
2021.10.30 05:37:45.572	449.99890136719
2021.10.30 06:38:00.896	449.99938964844
2021.10.30 07:38:16.246	449.99841308594
2021.10.30 08:38:31.566	450.00192260742
2021.10.30 09:26:36.438	376.49645996094
2021.10.30 09:26:38.439	325.01321411133
2021.10.30 09:26:41.441	206.69300842285
2021.10.30 09:26:43.442	157.4044342041
2021.10.30 09:26:46.453	41.15678024292
2021.10.30 09:26:48.454	0.10883390158415
2021.10.31 02:26:01.764	27.561920166016
2021.10.31 02:26:04.766	130.00578308105
2021.10.31 02:26:06.767	170.96043395996
2021.10.31 02:26:09.768	296.21813964844
2021.10.31 02:26:11.770	355.57931518555
2021.10.31 02:26:14.772	449.61419677734
2021.10.31 03:26:40.130	450.00119018555
2021.10.31 04:26:57.488	449.99826049805
2021.10.31 05:06:18.043	374.45022583008
2021.10.31 05:06:20.045	292.92523193359
2021.10.31 05:06:23.046	196.95794677734
2021.10.31 05:06:25.048	135.71305847168
2021.10.31 05:06:28.056	42.987491607666
2021.10.31 05:06:30.059	0.10883390158415
2021.10.31 06:02:34.217	59.469551086426
2021.10.31 06:02:36.219	122.05333709717
2021.10.31 06:02:39.221	214.09226989746
2021.10.31 06:02:41.222	293.99298095703
2021.10.31 06:02:44.224	375.91189575195
2021.10.31 06:02:46.224	449.61117553711
2021.10.31 07:03:11.590	450.00076293945
2021.10.31 08:03:27.081	449.99609375
2021.10.31 08:51:04.008	417.1145324707
2021.10.31 08:51:07.010	315.13302612305
2021.10.31 08:51:09.012	247.75148010254
2021.10.31 08:51:12.014	155.54754638672
2021.10.31 08:51:14.015	73.992767333984
2021.10.31 08:51:17.026	0.10883390158415
2021.11.01 00:18:09.706	75.692932128906
2021.11.01 00:18:12.708	176.26725769043
2021.11.01 00:18:14.709	252.0804901123
2021.11.01 00:18:17.710	352.52969360352
2021.11.01 00:18:19.711	403.89315795898
2021.11.01 00:18:22.713	449.63824462891
2021.11.01 01:18:48.054	449.99996948242
2021.11.01 02:19:05.614	449.99649047852
2021.11.01 03:19:20.917	450.00088500977
2021.11.01 04:19:36.237	450.00234985352
